	mESC_DMSO_rep1	mESC_DMSO_rep2	mESC_DMSO_rep3	2_NPC_DMSO	4_NPC_DMSO	5_NPC_DMSO
ENSMUSG00000092181.1	1	1	0	2	1	1
ENSMUSG00000092182.1	0	0	0	0	0	0
ENSMUSG00000092183.1	9	19	15	113	80	72
ENSMUSG00000092184.1	0	0	0	0	0	0
ENSMUSG00000092185.1	1	1	1	0	0	0
ENSMUSG00000092186.1	0	1	0	0	0	0
ENSMUSG00000092187.1	193	124	151	204	208	154
ENSMUSG00000092188.1	2	0	0	0	0	0
ENSMUSG00000092190.1	2	1	0	1	0	2
ENSMUSG00000092191.1	2	0	0	0	0	0
ENSMUSG00000092192.7	121	104	78	43	51	54
ENSMUSG00000092193.1	3	4	3	0	0	0
ENSMUSG00000092195.1	0	0	0	0	0	0
ENSMUSG00000092196.2	1	0	0	0	1	0
ENSMUSG00000092197.1	0	0	0	0	0	0
ENSMUSG00000092199.1	0	0	0	0	0	0
ENSMUSG00000092200.1	2	1	0	0	0	0
ENSMUSG00000092201.7	0	0	0	1	0	0
ENSMUSG00000092202.1	1	2	3	0	1	0
ENSMUSG00000092203.7	13221	11933	9172	4668	6206	4005
ENSMUSG00000092204.1	0	0	0	0	0	0
ENSMUSG00000092208.1	0	0	0	0	0	0
ENSMUSG00000092210.1	0	2	0	3	0	1
ENSMUSG00000092211.1	0	0	0	0	0	0
ENSMUSG00000092212.3	105	113	89	36	114	52
ENSMUSG00000092213.1	0	0	0	0	0	0
ENSMUSG00000092214.1	0	0	0	0	0	0
ENSMUSG00000092216.3	52	41	29	98	39	38
ENSMUSG00000092217.1	0	0	0	0	0	0
ENSMUSG00000092218.1	0	0	0	1	1	1
ENSMUSG00000092219.1	2	0	2	0	4	2
ENSMUSG00000092220.1	3	0	0	1	1	0
ENSMUSG00000092221.1	0	0	0	0	0	0
ENSMUSG00000092222.1	0	0	0	0	4	0
ENSMUSG00000092223.1	2	2	0	2	0	0
ENSMUSG00000092224.2	0	0	0	0	0	0
ENSMUSG00000092225.1	2811	3454	1224	491	331	93
ENSMUSG00000092227.1	0	0	0	0	0	0
ENSMUSG00000092228.1	0	0	0	0	0	0
ENSMUSG00000092229.2	0	0	0	0	0	0
ENSMUSG00000092230.1	13	6	7	3	4	4
ENSMUSG00000092231.1	0	0	0	0	0	0
ENSMUSG00000092232.1	3	2	3	0	2	0
ENSMUSG00000092233.1	0	0	0	0	0	0
ENSMUSG00000092237.1	0	0	0	0	0	0
ENSMUSG00000092238.1	0	2	2	0	1	0
ENSMUSG00000092239.1	1	1	2	0	0	0
ENSMUSG00000092240.1	2	0	1	0	0	0
ENSMUSG00000092241.1	27	11	17	17	24	9
ENSMUSG00000092242.1	3	0	0	0	0	0
ENSMUSG00000092243.8	82	95	43	4	6	1
ENSMUSG00000092244.2	0	0	0	0	0	0
ENSMUSG00000092245.1	0	0	0	0	0	0
ENSMUSG00000092246.1	0	0	0	0	0	0
ENSMUSG00000092247.2	24	29	6	8	11	4
ENSMUSG00000092248.1	0	0	0	0	0	0
ENSMUSG00000092250.1	2	0	0	1	9	2
ENSMUSG00000092251.3	0	0	0	0	0	0
ENSMUSG00000092252.1	1	1	0	3	1	4
ENSMUSG00000092253.1	1	1	0	0	0	0
ENSMUSG00000092255.1	0	0	0	0	0	0
ENSMUSG00000092256.1	0	0	0	0	0	0
ENSMUSG00000092257.1	37	21	16	13	10	6
ENSMUSG00000092258.2	1	2	2	3	2	2
ENSMUSG00000092259.1	0	0	0	0	0	0
ENSMUSG00000092260.7	215	121	228	633	738	575
ENSMUSG00000092261.1	4	1	7	8	7	7
ENSMUSG00000092263.1	0	0	0	0	0	0
ENSMUSG00000092264.1	0	0	0	0	0	0
ENSMUSG00000092265.2	0	0	0	0	0	0
ENSMUSG00000092266.1	0	0	0	0	0	0
ENSMUSG00000092267.1	28	18	12	23	12	41
ENSMUSG00000092268.1	0	0	0	0	0	0
ENSMUSG00000092269.1	1	0	1	0	0	0
ENSMUSG00000092270.1	7	0	0	0	0	0
ENSMUSG00000092271.1	0	0	0	0	0	0
ENSMUSG00000092272.1	0	0	0	0	0	0
ENSMUSG00000092274.2	29464	36360	18495	1326	4537	1270
ENSMUSG00000092275.1	38	47	22	5	9	1
ENSMUSG00000092276.2	0	2	0	1	0	0
ENSMUSG00000092277.1	3	0	4	0	0	0
ENSMUSG00000092278.1	2	0	0	1	3	0
ENSMUSG00000092281.1	134	100	97	103	97	106
ENSMUSG00000092283.1	2	2	1	0	1	7
ENSMUSG00000092284.1	2	2	0	3	2	2
ENSMUSG00000092285.1	0	0	0	0	0	0
ENSMUSG00000092286.1	0	0	0	0	1	0
ENSMUSG00000092287.1	0	0	0	0	0	0
ENSMUSG00000092289.1	20	16	14	3	1	0
ENSMUSG00000092290.1	0	0	0	0	0	0
ENSMUSG00000092292.3	0	0	0	0	0	0
ENSMUSG00000092293.1	0	0	0	0	0	0
ENSMUSG00000092294.1	0	0	0	1	0	0
ENSMUSG00000092295.1	0	0	0	0	0	0
ENSMUSG00000092296.1	0	0	0	0	0	0
ENSMUSG00000092297.1	0	0	0	0	0	0
ENSMUSG00000092298.1	0	0	0	0	0	0
ENSMUSG00000092300.7	114	124	124	259	261	206
ENSMUSG00000092301.1	1	0	0	0	0	0
ENSMUSG00000092303.1	0	0	0	0	0	0
ENSMUSG00000092304.2	0	1	0	0	0	0
ENSMUSG00000092305.1	0	0	0	0	0	0
ENSMUSG00000092306.3	1	0	0	0	0	0
ENSMUSG00000092307.1	0	0	0	0	0	0
ENSMUSG00000092308.3	0	0	0	0	0	0
ENSMUSG00000092309.2	0	0	0	0	0	0
ENSMUSG00000092310.2	0	0	0	0	0	0
ENSMUSG00000092311.1	0	0	0	0	0	0
ENSMUSG00000092312.1	7	1	0	3	6	0
ENSMUSG00000092313.1	0	0	0	0	0	0
ENSMUSG00000092314.1	0	0	0	0	0	0
ENSMUSG00000092316.1	0	0	0	0	0	0
ENSMUSG00000092317.1	0	0	0	2	1	0
ENSMUSG00000092318.1	0	0	0	0	0	0
ENSMUSG00000092322.8	0	0	0	0	0	0
ENSMUSG00000092323.1	0	0	0	0	0	0
ENSMUSG00000092325.2	25	11	18	13	16	9
ENSMUSG00000092326.1	0	0	0	0	0	0
ENSMUSG00000092328.1	0	0	0	0	0	0
ENSMUSG00000092329.1	0	0	0	0	0	0
ENSMUSG00000092330.2	0	0	0	0	0	0
ENSMUSG00000092331.1	0	0	0	0	0	0
ENSMUSG00000092332.1	0	0	0	0	0	0
ENSMUSG00000092335.1	559	601	321	226	219	106
ENSMUSG00000092336.1	0	0	0	0	0	0
ENSMUSG00000092338.1	1	0	0	5	11	5
ENSMUSG00000092339.1	1	3	2	0	1	0
ENSMUSG00000092340.3	0	0	0	0	0	0
ENSMUSG00000092341.2	129089	78373	106293	67014	51904	40352
ENSMUSG00000092342.1	0	0	0	0	0	0
ENSMUSG00000092343.1	0	0	0	0	0	0
ENSMUSG00000092344.1	3	1	2	1	1	1
ENSMUSG00000092345.1	0	0	0	0	0	0
ENSMUSG00000092346.1	0	0	0	0	2	0
ENSMUSG00000092349.1	426	858	188	198	104	24
ENSMUSG00000092350.1	0	0	0	0	0	0
ENSMUSG00000092351.1	0	0	0	0	0	0
ENSMUSG00000092352.1	0	0	0	0	0	0
ENSMUSG00000092353.1	0	0	4	2	7	9
ENSMUSG00000092354.7	36	32	6	13	21	1
ENSMUSG00000092356.1	0	0	0	0	0	0
ENSMUSG00000092357.1	0	0	0	0	0	0
ENSMUSG00000092358.1	35	27	20	3	4	3
ENSMUSG00000092359.1	0	0	0	0	0	0
ENSMUSG00000092360.1	0	0	0	0	0	0
ENSMUSG00000092362.3	0	1	0	0	0	0
ENSMUSG00000092363.1	0	1	0	0	0	0
ENSMUSG00000092364.2	5	0	1	0	0	0
ENSMUSG00000092365.2	9	5	18	1	4	0
ENSMUSG00000092366.2	67	61	39	8	4	0
ENSMUSG00000092367.1	0	0	0	2	1	0
ENSMUSG00000092368.1	98	81	104	234	189	213
ENSMUSG00000092369.1	0	3	2	1	5	1
ENSMUSG00000092370.1	0	0	0	0	0	0
ENSMUSG00000092371.1	8	6	7	2	2	1
ENSMUSG00000092372.3	0	0	0	0	0	0
ENSMUSG00000092373.1	5	4	6	24	28	34
ENSMUSG00000092374.1	38	24	34	4	0	3
ENSMUSG00000092375.1	0	0	1	83	52	36
ENSMUSG00000092376.1	0	0	0	0	0	0
ENSMUSG00000092377.1	0	0	0	0	0	0
ENSMUSG00000092381.1	1	8	3	4	3	6
ENSMUSG00000092382.1	0	0	0	0	0	0
ENSMUSG00000092383.1	5	4	7	0	0	1
ENSMUSG00000092384.7	16	10	17	48	50	64
ENSMUSG00000092385.1	0	0	0	0	0	0
ENSMUSG00000092386.1	2	1	2	1	2	0
ENSMUSG00000092387.1	0	0	0	0	0	0
ENSMUSG00000092388.2	0	0	0	0	0	0
ENSMUSG00000092389.2	1	0	0	0	1	1
ENSMUSG00000092390.1	1194	1090	1027	244	162	48
ENSMUSG00000092392.1	0	1	2	1	0	0
ENSMUSG00000092393.2	0	0	0	0	0	0
ENSMUSG00000092394.1	18	12	13	1	2	0
ENSMUSG00000092395.1	1	1	0	1	0	0
ENSMUSG00000092396.2	0	0	0	0	0	0
ENSMUSG00000092397.7	0	3	0	1	1	0
ENSMUSG00000092398.1	0	0	0	0	0	0
ENSMUSG00000092399.1	0	0	1	0	0	0
ENSMUSG00000092401.3	0	0	0	0	0	0
ENSMUSG00000092402.1	1	3	0	0	1	0
ENSMUSG00000092404.2	0	0	0	0	0	0
ENSMUSG00000092405.1	0	0	0	0	0	0
ENSMUSG00000092406.1	0	0	0	0	0	0
ENSMUSG00000092408.1	22	2	41	0	0	0
ENSMUSG00000092409.1	1	3	2	0	1	0
ENSMUSG00000092410.1	0	0	0	0	0	0
ENSMUSG00000092411.1	0	0	0	0	0	0
ENSMUSG00000092412.1	8	2	2	5	3	6
ENSMUSG00000092413.5	0	0	0	0	0	0
ENSMUSG00000092414.1	0	0	0	0	0	0
ENSMUSG00000092415.1	0	1	0	0	0	0
ENSMUSG00000092416.2	4108	4347	2360	2856	2334	1918
ENSMUSG00000092417.3	2038	1655	1426	1039	1017	975
ENSMUSG00000092418.1	0	0	0	0	0	1
ENSMUSG00000092419.1	0	0	0	0	0	0
ENSMUSG00000092422.1	0	0	0	0	0	0
ENSMUSG00000092425.1	0	0	0	0	0	0
ENSMUSG00000092426.1	0	0	0	0	0	0
ENSMUSG00000092427.1	1	1	0	0	0	0
ENSMUSG00000092428.1	3	1	1	3	0	4
ENSMUSG00000092429.1	0	0	0	0	0	2
ENSMUSG00000092431.1	0	0	0	0	0	0
ENSMUSG00000092433.1	0	0	0	0	0	0
ENSMUSG00000092435.1	0	0	0	0	0	0
ENSMUSG00000092437.1	0	0	0	0	0	0
ENSMUSG00000092438.1	1	0	1	2	1	2
ENSMUSG00000092439.2	0	0	0	0	0	0
ENSMUSG00000092440.1	0	0	0	0	0	0
ENSMUSG00000092441.1	0	0	0	0	0	0
ENSMUSG00000092444.1	0	0	1	1	0	0
ENSMUSG00000092447.1	3	2	3	0	4	1
ENSMUSG00000092448.1	0	0	0	103	43	91
ENSMUSG00000092450.1	0	0	0	0	0	0
ENSMUSG00000092451.3	0	0	0	0	0	0
ENSMUSG00000092452.1	0	0	0	0	0	0
ENSMUSG00000092454.1	227	201	193	109	122	107
ENSMUSG00000092455.1	0	0	0	0	0	0
ENSMUSG00000092456.1	0	0	0	0	0	0
ENSMUSG00000092457.3	3	2	1	0	2	1
ENSMUSG00000092458.1	2	0	0	2	0	0
ENSMUSG00000092460.1	1	0	0	0	0	1
ENSMUSG00000092461.1	1	0	0	0	0	0
ENSMUSG00000092462.1	0	0	0	0	0	0
ENSMUSG00000092463.1	0	0	0	0	0	0
ENSMUSG00000092464.1	2	3	0	1	0	1
ENSMUSG00000092465.2	61	71	55	16	23	9
ENSMUSG00000092466.1	0	0	0	0	0	0
ENSMUSG00000092467.1	0	0	0	0	0	0
ENSMUSG00000092468.1	0	0	0	0	0	0
ENSMUSG00000092469.1	0	1	0	0	1	0
ENSMUSG00000092470.1	7	3	11	56	72	79
ENSMUSG00000092471.1	5	0	2	0	0	2
ENSMUSG00000092472.1	0	0	0	0	0	0
ENSMUSG00000092473.4	0	0	0	0	0	0
ENSMUSG00000092474.1	465	374	439	22	16	3
ENSMUSG00000092476.1	0	0	0	0	0	0
ENSMUSG00000092477.1	0	0	0	0	0	0
ENSMUSG00000092480.1	0	0	0	0	0	0
ENSMUSG00000092482.1	5	0	7	0	0	0
ENSMUSG00000092483.1	0	2	2	9	11	6
ENSMUSG00000092485.1	0	0	0	0	0	0
ENSMUSG00000092486.1	2445	2695	1829	2092	1560	1523
ENSMUSG00000092487.1	0	0	0	0	0	0
ENSMUSG00000092488.1	0	0	0	0	0	0
ENSMUSG00000092489.1	0	0	0	0	0	0
ENSMUSG00000092490.7	5	1	3	1	2	0
ENSMUSG00000092492.1	0	0	0	37	38	42
ENSMUSG00000092493.1	0	0	0	0	0	0
ENSMUSG00000092494.2	0	0	0	0	0	0
ENSMUSG00000092495.1	29	18	33	22	21	5
ENSMUSG00000092496.1	0	0	0	0	0	0
ENSMUSG00000092499.1	3	3	1	0	0	0
ENSMUSG00000092500.1	0	0	0	0	0	0
ENSMUSG00000092502.1	2	1	1	0	0	0
ENSMUSG00000092503.1	0	0	0	0	0	0
ENSMUSG00000092504.1	0	0	0	1	0	0
ENSMUSG00000092505.1	18	16	10	6	4	4
ENSMUSG00000092506.1	0	0	0	0	0	0
ENSMUSG00000092508.1	0	0	0	0	0	0
ENSMUSG00000092509.1	37	35	23	45	46	37
ENSMUSG00000092510.1	0	0	0	0	0	0
ENSMUSG00000092511.7	0	0	0	0	1	0
ENSMUSG00000092512.1	7	8	10	1	1	2
ENSMUSG00000092513.1	0	0	0	0	0	0
ENSMUSG00000092514.1	0	0	0	0	0	0
ENSMUSG00000092515.8	0	0	0	0	0	0
ENSMUSG00000092516.1	0	0	0	0	0	0
ENSMUSG00000092517.1	0	0	0	0	0	0
ENSMUSG00000092518.9	3	6	7	2	1	1
ENSMUSG00000092519.2	1	0	0	0	0	0
ENSMUSG00000092520.1	0	0	0	0	0	0
ENSMUSG00000092521.2	0	0	0	0	0	0
ENSMUSG00000092522.1	0	0	0	0	0	0
ENSMUSG00000092523.1	0	0	0	0	0	0
ENSMUSG00000092524.3	0	0	0	0	0	0
ENSMUSG00000092525.1	1	4	1	2	1	0
ENSMUSG00000092526.1	0	0	0	0	0	1
ENSMUSG00000092528.9	0	0	0	0	0	0
ENSMUSG00000092529.1	0	0	0	0	0	0
ENSMUSG00000092530.1	0	0	0	0	0	0
ENSMUSG00000092532.1	0	0	0	0	0	0
ENSMUSG00000092533.1	0	0	0	0	0	0
ENSMUSG00000092534.8	1	0	1	0	0	1
ENSMUSG00000092535.1	0	0	0	0	0	0
ENSMUSG00000092536.2	9	14	5	891	1034	1164
ENSMUSG00000092538.1	0	0	0	0	0	0
ENSMUSG00000092539.1	0	0	0	0	0	1
ENSMUSG00000092540.1	37	21	20	8	7	11
ENSMUSG00000092541.7	1	0	1	5	0	0
ENSMUSG00000092542.2	0	0	0	0	0	0
ENSMUSG00000092543.1	0	0	0	0	1	0
ENSMUSG00000092544.8	0	0	0	2	3	2
ENSMUSG00000092545.7	0	0	1	0	0	0
ENSMUSG00000092547.1	0	0	0	0	0	0
ENSMUSG00000092548.1	0	0	0	0	0	0
ENSMUSG00000092549.1	0	0	0	1	1	7
ENSMUSG00000092550.2	2	0	2	0	0	0
ENSMUSG00000092551.3	0	0	0	0	0	0
ENSMUSG00000092552.1	1	0	0	0	0	1
ENSMUSG00000092553.1	0	0	0	0	0	0
ENSMUSG00000092554.1	0	0	0	0	0	0
ENSMUSG00000092555.1	0	0	0	0	0	0
ENSMUSG00000092556.2	1	1	2	0	1	0
ENSMUSG00000092557.1	7	6	6	2	2	3
ENSMUSG00000092558.3	3099	2525	2424	2020	2297	1895
ENSMUSG00000092559.1	1	1	0	1	2	0
ENSMUSG00000092560.2	0	0	0	0	0	0
ENSMUSG00000092561.1	0	0	0	1	0	0
ENSMUSG00000092562.1	0	0	0	0	0	0
ENSMUSG00000092563.1	3	3	4	0	0	0
ENSMUSG00000092564.1	621	620	455	578	414	406
ENSMUSG00000092565.1	0	0	0	0	0	0
ENSMUSG00000092566.1	0	0	0	0	0	0
ENSMUSG00000092567.1	0	0	0	0	0	0
ENSMUSG00000092568.2	0	0	0	0	0	0
ENSMUSG00000092569.1	238	261	181	257	128	137
ENSMUSG00000092570.7	0	0	0	0	2	1
ENSMUSG00000092571.1	1	0	1	0	0	0
ENSMUSG00000092572.7	0	0	0	0	0	0
ENSMUSG00000092573.1	0	0	0	0	0	0
ENSMUSG00000092574.4	3	1	3	9	7	0
ENSMUSG00000092575.2	0	0	0	0	0	0
ENSMUSG00000092576.3	0	0	0	2	1	0
ENSMUSG00000092577.1	0	0	1	0	0	0
ENSMUSG00000092578.1	0	0	0	0	0	0
ENSMUSG00000092579.1	0	0	0	0	0	0
ENSMUSG00000092580.1	0	0	0	0	0	0
ENSMUSG00000092581.1	1	3	1	0	6	0
ENSMUSG00000092583.1	0	0	1	11	27	5
ENSMUSG00000092584.1	0	0	0	0	0	0
ENSMUSG00000092586.8	194	112	143	3	6	8
ENSMUSG00000092587.1	0	0	0	0	0	0
ENSMUSG00000092588.1	0	0	0	0	0	0
ENSMUSG00000092591.1	0	3	0	0	0	0
ENSMUSG00000092592.1	5	11	4	7	5	2
ENSMUSG00000092593.1	4	3	3	6	10	9
ENSMUSG00000092595.1	3	5	4	19	21	23
ENSMUSG00000092596.1	0	0	1	0	0	0
ENSMUSG00000092597.2	2	10	2	0	0	0
ENSMUSG00000092599.1	0	0	0	4	3	3
ENSMUSG00000092600.1	9	9	5	0	14	3
ENSMUSG00000092601.2	1	0	0	0	0	0
ENSMUSG00000092602.1	0	2	0	1	1	0
ENSMUSG00000092603.1	1	0	0	1	1	1
ENSMUSG00000092604.1	39	27	18	1	9	2
ENSMUSG00000092606.1	0	0	0	0	0	0
ENSMUSG00000092607.9	3317	2442	2504	2746	2676	2456
ENSMUSG00000092608.1	0	0	0	0	0	0
ENSMUSG00000092609.1	0	0	0	1	1	1
ENSMUSG00000092610.1	0	0	0	0	0	0
ENSMUSG00000092611.1	0	0	0	0	0	0
ENSMUSG00000092612.2	0	0	0	0	0	0
ENSMUSG00000092614.2	0	0	0	0	0	0
ENSMUSG00000092615.2	0	0	0	0	0	0
ENSMUSG00000092616.1	0	0	0	0	0	0
ENSMUSG00000092617.1	2	2	2	1	0	0
ENSMUSG00000092618.2	0	0	0	0	0	0
ENSMUSG00000092619.1	0	0	0	0	0	0
ENSMUSG00000092620.1	0	0	0	0	0	0
ENSMUSG00000092621.1	0	0	0	0	0	0
ENSMUSG00000092622.8	89	319	24	51	22	4
ENSMUSG00000092624.2	4	2	3	11	14	0
ENSMUSG00000092625.2	25	2	16	25	16	16
ENSMUSG00000092626.1	56	48	41	10	4	2
ENSMUSG00000092627.2	278	327	116	299	285	339
ENSMUSG00000092629.1	0	0	0	0	0	0
ENSMUSG00000092633.1	0	0	0	1	1	0
ENSMUSG00000092636.1	0	0	0	0	0	0
ENSMUSG00000092638.1	0	0	0	0	1	0
ENSMUSG00000092639.1	0	0	0	0	0	0
ENSMUSG00000092641.2	1	0	0	0	0	0
ENSMUSG00000092643.1	0	0	0	0	0	0
ENSMUSG00000092644.1	4	5	4	7	9	3
ENSMUSG00000092647.1	0	0	0	0	0	0
ENSMUSG00000092648.1	0	0	0	0	0	0
ENSMUSG00000092650.1	0	0	0	0	0	0
ENSMUSG00000092652.1	0	0	0	0	0	2
ENSMUSG00000092653.2	0	0	0	0	1	0
ENSMUSG00000092655.1	1	3	4	1	2	1
ENSMUSG00000092656.1	0	0	0	0	0	0
ENSMUSG00000092657.1	0	0	0	0	0	0
ENSMUSG00000092659.1	4	2	3	8	8	13
ENSMUSG00000092660.1	0	0	0	0	0	0
ENSMUSG00000092661.1	0	0	0	0	0	0
ENSMUSG00000092664.1	0	0	0	0	0	0
ENSMUSG00000092666.1	0	0	0	0	0	0
ENSMUSG00000092668.1	0	0	0	0	0	0
ENSMUSG00000092671.1	0	0	0	0	0	0
ENSMUSG00000092673.1	0	1	0	5	0	5
ENSMUSG00000092674.2	0	0	0	0	0	0
ENSMUSG00000092675.1	8	1	9	18	17	14
ENSMUSG00000092677.1	1	2	1	1	0	0
ENSMUSG00000092679.1	0	0	0	0	0	1
ENSMUSG00000092680.1	126	98	82	6	15	22
ENSMUSG00000092683.1	0	0	0	0	0	0
ENSMUSG00000092685.1	0	0	0	0	0	0
ENSMUSG00000092686.1	0	0	0	0	0	0
ENSMUSG00000092687.1	0	0	0	0	0	0
ENSMUSG00000092693.1	0	0	0	0	0	0
ENSMUSG00000092695.1	0	1	4	0	2	0
ENSMUSG00000092696.1	0	0	0	0	0	0
ENSMUSG00000092697.1	1	1	2	0	0	0
ENSMUSG00000092698.1	0	0	0	0	0	0
ENSMUSG00000092701.1	2	1	1	0	2	0
ENSMUSG00000092702.2	2	0	0	0	1	1
ENSMUSG00000092704.1	0	0	0	0	0	0
ENSMUSG00000092705.1	0	0	0	0	0	0
ENSMUSG00000092706.1	0	0	0	0	0	0
ENSMUSG00000092710.1	0	0	0	0	0	0
ENSMUSG00000092713.1	67	73	58	26	21	12
ENSMUSG00000092714.1	0	0	0	0	1	1
ENSMUSG00000092715.1	0	0	0	0	0	0
ENSMUSG00000092718.1	0	0	0	0	0	0
ENSMUSG00000092719.1	0	0	0	0	0	0
ENSMUSG00000092720.1	0	0	0	0	0	0
ENSMUSG00000092723.1	0	0	0	0	0	0
ENSMUSG00000092724.1	0	2	0	1	0	0
ENSMUSG00000092725.1	0	2	0	1	0	0
ENSMUSG00000092727.1	0	0	0	0	0	0
ENSMUSG00000092730.1	0	0	0	0	0	0
ENSMUSG00000092731.1	0	0	0	0	0	0
ENSMUSG00000092732.1	0	0	0	0	0	0
ENSMUSG00000092734.1	2	0	2	1	4	0
ENSMUSG00000092737.2	0	0	0	0	0	0
ENSMUSG00000092738.1	1	2	0	0	0	0
ENSMUSG00000092741.2	0	1	0	1	1	1
ENSMUSG00000092743.1	0	0	0	0	0	0
ENSMUSG00000092745.1	0	0	0	0	0	0
ENSMUSG00000092746.2	0	0	0	0	0	0
ENSMUSG00000092747.1	0	0	0	0	0	0
ENSMUSG00000092748.1	0	0	0	0	0	0
ENSMUSG00000092751.1	0	0	0	0	0	0
ENSMUSG00000092752.1	0	1	1	0	0	1
ENSMUSG00000092753.1	0	0	0	0	0	0
ENSMUSG00000092758.1	2	2	1	2	1	0
ENSMUSG00000092759.1	0	0	0	0	0	0
ENSMUSG00000092760.1	0	0	0	0	0	1
ENSMUSG00000092761.1	0	0	0	0	0	0
ENSMUSG00000092762.2	4	0	1	0	0	0
ENSMUSG00000092763.1	0	0	0	0	0	0
ENSMUSG00000092764.1	0	0	0	0	0	0
ENSMUSG00000092765.3	0	0	0	0	0	0
ENSMUSG00000092767.1	0	0	0	0	0	0
ENSMUSG00000092770.1	0	0	0	3	0	0
ENSMUSG00000092774.1	0	0	0	0	0	0
ENSMUSG00000092776.1	0	0	0	2	0	0
ENSMUSG00000092777.1	0	0	0	0	0	0
ENSMUSG00000092781.1	0	0	0	0	0	0
ENSMUSG00000092784.1	0	0	0	0	0	0
ENSMUSG00000092787.1	0	0	0	0	0	0
ENSMUSG00000092790.1	0	0	0	0	0	0
ENSMUSG00000092792.1	0	0	0	0	0	0
ENSMUSG00000092793.1	0	1	0	0	0	0
ENSMUSG00000092794.1	0	0	1	0	0	0
ENSMUSG00000092795.2	2	5	4	4	6	1
ENSMUSG00000092796.1	0	0	0	0	0	0
ENSMUSG00000092799.1	0	0	0	0	0	0
ENSMUSG00000092802.1	0	0	0	0	0	0
ENSMUSG00000092805.2	14	5	11	10	7	7
ENSMUSG00000092806.2	0	0	0	0	0	0
ENSMUSG00000092807.1	0	0	0	0	0	0
ENSMUSG00000092811.1	0	0	0	0	0	0
ENSMUSG00000092812.1	2	4	3	6	6	6
ENSMUSG00000092813.1	0	0	0	0	0	0
ENSMUSG00000092814.1	1	0	0	0	0	0
ENSMUSG00000092815.1	0	0	0	1	0	0
ENSMUSG00000092816.1	0	0	0	0	0	0
ENSMUSG00000092818.2	0	0	0	0	0	0
ENSMUSG00000092819.1	69	81	41	44	35	24
ENSMUSG00000092821.1	0	0	0	0	0	0
ENSMUSG00000092822.2	0	0	0	0	0	0
ENSMUSG00000092825.1	0	0	0	0	0	0
ENSMUSG00000092826.1	0	0	0	0	0	0
ENSMUSG00000092827.1	72	58	44	24	22	25
ENSMUSG00000092829.1	0	0	0	0	0	0
ENSMUSG00000092830.1	0	0	0	0	0	0
ENSMUSG00000092832.1	0	0	0	0	0	0
ENSMUSG00000092833.1	0	0	0	0	0	0
ENSMUSG00000092834.1	0	0	0	0	0	0
ENSMUSG00000092835.1	0	0	0	0	0	0
ENSMUSG00000092837.1	0	0	0	0	0	0
ENSMUSG00000092838.1	0	0	0	0	0	0
ENSMUSG00000092840.1	0	0	0	0	0	0
ENSMUSG00000092841.1	2	0	0	1	1	0
ENSMUSG00000092842.1	0	0	0	0	0	0
ENSMUSG00000092843.1	0	0	0	0	0	0
ENSMUSG00000092845.1	0	0	0	0	0	0
ENSMUSG00000092847.1	0	0	0	1	0	0
ENSMUSG00000092848.1	0	0	0	0	0	0
ENSMUSG00000092849.1	11	4	10	0	1	0
ENSMUSG00000092850.1	0	0	0	0	0	0
ENSMUSG00000092851.1	2	3	1	2	0	0
ENSMUSG00000092852.1	0	0	0	0	0	0
ENSMUSG00000092853.1	0	0	1	0	0	0
ENSMUSG00000092855.1	0	0	0	0	0	0
ENSMUSG00000092856.2	0	0	0	0	0	0
ENSMUSG00000092862.1	3	0	0	0	0	0
ENSMUSG00000092866.1	0	0	0	0	0	0
ENSMUSG00000092867.1	17	14	7	4	1	6
ENSMUSG00000092868.1	0	0	0	0	0	0
ENSMUSG00000092870.1	0	0	0	0	0	0
ENSMUSG00000092871.1	0	0	0	0	0	0
ENSMUSG00000092875.2	0	0	0	0	0	0
ENSMUSG00000092876.1	0	0	1	0	0	0
ENSMUSG00000092878.1	0	0	0	0	0	0
ENSMUSG00000092879.1	0	0	0	0	0	0
ENSMUSG00000092880.1	0	0	0	0	0	0
ENSMUSG00000092885.1	0	0	0	0	0	0
ENSMUSG00000092887.1	107	92	84	68	67	36
ENSMUSG00000092888.1	0	0	0	0	0	0
ENSMUSG00000092889.1	0	0	0	0	0	0
ENSMUSG00000092891.1	0	0	0	0	0	0
ENSMUSG00000092894.1	2	1	0	0	0	0
ENSMUSG00000092896.2	0	1	1	3	0	4
ENSMUSG00000092897.1	0	0	0	0	0	0
ENSMUSG00000092898.1	0	0	0	0	0	0
ENSMUSG00000092901.1	0	0	0	0	0	0
ENSMUSG00000092903.2	0	0	0	0	0	0
ENSMUSG00000092905.2	0	0	0	0	0	0
ENSMUSG00000092906.1	0	0	0	7	0	0
ENSMUSG00000092907.1	0	0	0	0	0	0
ENSMUSG00000092908.1	0	0	0	0	0	0
ENSMUSG00000092909.1	1	1	0	0	1	0
ENSMUSG00000092912.1	2	2	2	0	0	0
ENSMUSG00000092913.1	1	1	1	0	0	0
ENSMUSG00000092914.1	0	0	0	0	0	0
ENSMUSG00000092915.1	0	0	0	0	0	0
ENSMUSG00000092916.1	0	0	0	0	2	5
ENSMUSG00000092917.1	0	0	0	0	0	0
ENSMUSG00000092918.1	2	1	1	3	0	3
ENSMUSG00000092919.2	0	0	0	0	0	0
ENSMUSG00000092920.1	0	0	0	0	0	0
